OTU,week,n
Verrucomicrobiota,week_8,0.06729343840212218
Verrucomicrobiota,week_9,0.08006717831546468
Verrucomicrobiota,week_10,0.06931021691169292
Verrucomicrobiota,week_11,0.063194403621186293
Verrucomicrobiota,week_12,0.04100921730979534
Verrucomicrobiota,week_13,0.1999625685832209
Verrucomicrobiota,week_14,0.1338439594364876
Verrucomicrobiota,week_15,0.08066710725809587
Verrucomicrobiota,week_16,0.3675101432799545
Verrucomicrobiota,week_17,0.008775351014040561
Verrucomicrobiota,week_18,0
Verrucomicrobiota,week_19,0.0020580578108439066
Verrucomicrobiota,week_20,0.011662487608606916
Verrucomicrobiota,week_21,0
Verrucomicrobiota,week_22,0
Verrucomicrobiota,week_23,0
