OTU,week,n
ASV4065,week_13,0.07579686440339889
ASV4065,week_14,0.3427194342660174
ASV4065,week_15,0.003894043087586764
ASV4065,week_16,0.09487478504931512
ASV4065,week_17,0.17955774147588657
ASV4065,week_18,0
ASV4065,week_19,0
ASV4065,week_20,0
ASV4065,week_21,0
ASV4065,week_22,0
ASV4065,week_23,0
ASV509,week_1,20.375090499757015
ASV509,week_2,10.1956745623069
ASV509,week_3,6.74614713579529
ASV509,week_4,4.832041628540245
ASV509,week_5,3.4237041653682354
ASV509,week_6,3.3483368097486004
ASV509,week_7,2.8659080439491507
ASV509,week_8,2.9291292176219246
ASV509,week_9,4.059351601395586
ASV509,week_10,3.202808586586645
ASV509,week_11,7.937776593697735
ASV509,week_12,4.445536284577212
ASV509,week_13,7.224637970239757
ASV509,week_14,6.543274501476557
ASV509,week_15,2.4123596927600004
ASV509,week_16,4.904828731247406
ASV509,week_17,2.6865351211038897
ASV509,week_18,0.6452742415526599
ASV509,week_19,0.1708979348117034
ASV509,week_20,0.4743851463011568
ASV509,week_21,0.4342757213640338
ASV509,week_22,0.26994535519125684
ASV509,week_23,8.78115132377945
