OTU,week,n
Campilobacterota,week_14,0.208984375
Campilobacterota,week_15,0
Campilobacterota,week_16,0.017639449649170948
Campilobacterota,week_17,0.001943068104537064
Campilobacterota,week_18,0
Campilobacterota,week_19,0
Campilobacterota,week_20,0
Campilobacterota,week_21,0
Campilobacterota,week_22,0
Campilobacterota,week_23,3.124332096294713
Firmicutes,week_1,31.42979819665092
Firmicutes,week_2,21.943195312347914
Firmicutes,week_3,29.11701111278725
Firmicutes,week_4,39.38360169987134
Firmicutes,week_5,38.55431091682604
Firmicutes,week_6,13.933601609657947
Firmicutes,week_7,8.773055021087206
Firmicutes,week_8,4.732946045192252
Firmicutes,week_9,12.198114677469617
Firmicutes,week_10,20.69771063697243
Firmicutes,week_11,46.37380611619009
Firmicutes,week_12,23.88875914681613
Firmicutes,week_13,25.933720129806275
Firmicutes,week_14,32.345703125
Firmicutes,week_15,7.816507344369317
Firmicutes,week_16,31.43153933597272
Firmicutes,week_17,8.364908190032061
Firmicutes,week_18,2.8396501457725947
Firmicutes,week_19,3.2350198181394263
Firmicutes,week_20,5.208859529823198
Firmicutes,week_21,3.718923960245985
Firmicutes,week_22,5.276502732240437
Firmicutes,week_23,5.823148813803019
Fusobacteriota,week_1,4.00093680471525
Fusobacteriota,week_2,0.850707625221437
Fusobacteriota,week_3,0.2514205259717403
Fusobacteriota,week_4,0.5497290342703419
Fusobacteriota,week_5,0.031224386245657855
Fusobacteriota,week_6,0.19464613769573966
Fusobacteriota,week_7,0.13799001030066274
Fusobacteriota,week_8,0
Fusobacteriota,week_9,0.22008413836086008
Fusobacteriota,week_10,0
Fusobacteriota,week_11,0.15772409965826445
Fusobacteriota,week_12,0.4709637241164565
Fusobacteriota,week_13,0.14357360605762612
Fusobacteriota,week_14,0.126953125
Fusobacteriota,week_15,0
Fusobacteriota,week_16,0.05879816549723649
Fusobacteriota,week_17,0.003886136209074128
Fusobacteriota,week_18,0
Fusobacteriota,week_19,0
Fusobacteriota,week_20,0
Fusobacteriota,week_21,0
Fusobacteriota,week_22,0
Fusobacteriota,week_23,0
Myxococcota,week_1,0
Myxococcota,week_2,0
Myxococcota,week_3,0.027656257856891436
Myxococcota,week_4,0
Myxococcota,week_5,0.0741579173334374
Myxococcota,week_6,0.0065611057650249325
Myxococcota,week_7,0
Myxococcota,week_8,0
Myxococcota,week_9,0
Myxococcota,week_10,0
Myxococcota,week_11,0.09638694979116161
Myxococcota,week_12,0
Myxococcota,week_13,0.4700560527092143
Myxococcota,week_14,0.853515625
Myxococcota,week_15,0
Myxococcota,week_16,0.0568382266473286
Myxococcota,week_17,0.031089089672593023
Myxococcota,week_18,0
Myxococcota,week_19,0.007771819382917541
Myxococcota,week_20,0
Myxococcota,week_21,0
Myxococcota,week_22,0
Myxococcota,week_23,0
Patescibacteria,week_1,0.040985206292205006
Patescibacteria,week_2,0.38933987424322064
Patescibacteria,week_3,0.30673304168552323
Patescibacteria,week_4,4.22043744395493
Patescibacteria,week_5,0.02927286210530424
Patescibacteria,week_6,0.017496282040066487
Patescibacteria,week_7,0
Patescibacteria,week_8,0
Patescibacteria,week_9,0.1441258959177314
Patescibacteria,week_10,0
Patescibacteria,week_11,0.07886204982913222
