OTU,week,n
ASV129,week_1,0.003913434821743044
ASV129,week_2,0
ASV129,week_3,0.23805905890695436
ASV129,week_4,3.6717614239126166
ASV129,week_5,0
ASV129,week_6,0
ASV129,week_7,0
ASV129,week_8,0
ASV129,week_9,0.007820442637053258
ASV129,week_10,0
ASV129,week_11,0.05863555073441027
ASV129,week_12,0.003899015498586607
ASV129,week_13,0.21050521251002405
ASV129,week_14,0.14480966455733868
ASV129,week_15,0
ASV129,week_16,0
ASV129,week_17,0
ASV129,week_18,0.01750019444660496
ASV129,week_19,0
ASV129,week_20,0
ASV129,week_21,0
ASV129,week_22,0
ASV129,week_23,0
ASV1446,week_1,0.23480608930458263
ASV1446,week_2,0.017592556393916887
ASV1446,week_3,0.40267436559793346
ASV1446,week_4,0.09233428941888334
ASV1446,week_5,1.166375400082471
ASV1446,week_6,0.2586471439217921
ASV1446,week_7,0.044700989252327364
ASV1446,week_8,0.03887798145520285
ASV1446,week_9,2.2327363728787053
ASV1446,week_10,0.1989195935799676
ASV1446,week_11,0.548242399366736
ASV1446,week_12,0.04288917048445268
ASV1446,week_13,7.183239775461106
ASV1446,week_14,1.953938624506556
ASV1446,week_15,0.031087277531670163
ASV1446,week_16,0.3022043138184404
ASV1446,week_17,0
ASV1446,week_18,0.1691685463171813
ASV1446,week_19,0
ASV1446,week_20,0
ASV1446,week_21,0
ASV1446,week_22,0
ASV1446,week_23,0
ASV17,week_1,0.8550855085508551
ASV17,week_2,0.47695375112396887
ASV17,week_3,0.14435496125208935
ASV17,week_4,0.02357471219205532
ASV17,week_5,0.03338111414377442
ASV17,week_6,0
ASV17,week_7,0.015548170174722563
ASV17,week_8,0
ASV17,week_9,0
ASV17,week_10,0.021452113033133765
ASV17,week_11,0
ASV17,week_12,0.029242616239399555
ASV17,week_13,0
ASV17,week_14,0.21225526174842793
ASV17,week_15,0
ASV17,week_16,0.0177767243422612
ASV17,week_17,0.0019442014192670358
ASV17,week_18,0
ASV17,week_19,0
ASV17,week_20,0
ASV17,week_21,0
ASV17,week_22,0
ASV17,week_23,3.124332096294713
ASV1925,week_1,36.98195906547176
ASV1925,week_2,43.66081551272528
ASV1925,week_3,37.85392290938561
ASV1925,week_4,38.556441790106476
ASV1925,week_5,37.604806880436705
ASV1925,week_6,69.53224321599228
ASV1925,week_7,73.67306085165102
ASV1925,week_8,93.44322842758004
ASV1925,week_9,79.7059513568468
ASV1925,week_10,76.54894007059696
ASV1925,week_11,40.461461784279805
ASV1925,week_12,65.92065503460375
ASV1925,week_13,48.96752205292702
ASV1925,week_14,55.59699271984289
ASV1925,week_15,85.03341882334654
ASV1925,week_16,59.46314292486371
ASV1925,week_17,85.48264800233304
ASV1925,week_18,95.30022555806175
ASV1925,week_19,95.76791543603295
ASV1925,week_20,93.29706625218573
ASV1925,week_21,94.60184213594496
ASV1925,week_22,92.0568306010929
ASV1925,week_23,81.45996463753474
ASV2362,week_1,17.92157476617227
ASV2362,week_2,10.270143477071034
ASV2362,week_3,13.088183153522767
ASV2362,week_4,21.92448233861145
ASV2362,week_5,16.496161171873467
ASV2362,week_6,10.615492525535926
ASV2362,week_7,5.881095368588809
ASV2362,week_8,2.3112959975118095
ASV2362,week_9,8.019863924298114
ASV2362,week_10,15.051582580884219
ASV2362,week_11,41.54328769532968
ASV2362,week_12,18.24739253338532
ASV2362,week_13,20.645549318364072
ASV2362,week_14,21.58259110114856
ASV2362,week_15,0.46048029843786425
ASV2362,week_16,22.262384451291776
ASV2362,week_17,1.1140274132400116
ASV2362,week_18,0.26639184879831995
ASV2362,week_19,0.3206124669672004
ASV2362,week_20,0.8626384301534874
ASV2362,week_21,0.6004430453538533
ASV2362,week_22,1.7530054644808744
ASV2362,week_23,4.952688130258224
ASV2872,week_1,11.010448870974054
ASV2872,week_2,11.171273310137222
ASV2872,week_3,14.212632325381147
ASV2872,week_4,16.19582727594201
ASV2872,week_5,21.50921907828853
ASV2872,week_6,3.0445837534522817
ASV2872,week_7,2.8841855674110355
ASV2872,week_8,2.4240421437318975
ASV2872,week_9,4.068585281926957
ASV2872,week_10,5.538545546736354
ASV2872,week_11,3.899264123838283
ASV2872,week_12,5.48786431426065
ASV2872,week_13,5.282678428227746
ASV2872,week_14,10.87857808811569
ASV2872,week_15,7.3560270459314525
ASV2872,week_16,9.366358536778067
ASV2872,week_17,7.230485078254108
ASV2872,week_18,2.5744730497005524
ASV2872,week_19,2.9146587906109125
ASV2872,week_20,4.346221099669711
ASV2872,week_21,3.118806109362248
ASV2872,week_22,3.523497267759563
ASV2872,week_23,0.6645034682417861
ASV2979,week_1,2.575040112706923
ASV2979,week_2,0.5922827319285351
ASV2979,week_3,2.0285670870688346
ASV2979,week_4,1.569682920121017
ASV2979,week_5,0.7874015748031495
ASV2979,week_6,0.30467756784007716
ASV2979,week_7,0.007774085087361281
ASV2979,week_8,0
ASV2979,week_9,0.15640885274106514
ASV2979,week_10,0.1443142149501726
ASV2979,week_11,1.1052801313436338
ASV2979,week_12,0.19105175943074373
ASV2979,week_13,0.5072173215717722
ASV2979,week_14,0.36301600841086273
ASV2979,week_15,0
ASV2979,week_16,0.04740459824602986
ASV2979,week_17,0.02527461845047147
ASV2979,week_18,0
ASV2979,week_19,0
ASV2979,week_20,0
ASV2979,week_21,0
ASV2979,week_22,0
ASV2979,week_23,0.20595721530300967
ASV3752,week_1,5.748835753140531
ASV3752,week_2,24.43997028812698
